,angry,disgust,fear,happy,sad,surprise,neutral
871,0,0,1,0,0,0,0
872,0,0,0,1,0,0,0
873,0,0,1,0,0,0,0
874,0,0,1,0,0,0,0
875,0,0,1,0,0,0,0
876,0,0,1,0,0,0,0
877,0,0,1,0,0,0,0
878,0,0,1,0,0,0,0
879,0,0,1,0,0,0,0
880,0,0,1,0,0,0,0
881,0,0,0,0,0,0,1
882,0,0,1,0,0,0,0
883,0,0,0,0,1,0,0
884,0,0,1,0,0,0,0
885,0,0,1,0,0,0,0
886,0,0,1,0,0,0,0
887,0,0,0,0,1,0,0
888,0,0,1,0,0,0,0
889,0,0,1,0,0,0,0
890,0,0,1,0,0,0,0
891,0,0,1,0,0,0,0
892,0,0,1,0,0,0,0
893,0,0,0,0,1,0,0
894,0,0,0,0,1,0,0
895,0,0,1,0,0,0,0
896,1,0,0,0,0,0,0
897,0,0,0,0,1,0,0
898,0,0,1,0,0,0,0
899,0,0,0,0,1,0,0
900,0,0,1,0,0,0,0
901,0,0,1,0,0,0,0
902,0,0,1,1,0,0,0
903,0,0,1,1,0,0,0
904,0,0,1,1,0,0,0
905,0,0,1,0,0,0,0
906,0,0,1,0,0,0,0
907,0,0,0,1,0,0,0
908,0,0,0,0,0,0,1
909,0,0,0,1,0,0,0
910,0,0,0,0,1,0,0
911,0,0,0,1,0,0,0
912,0,0,0,1,0,0,0
913,0,0,0,0,1,0,0
914,0,0,1,0,0,0,0
915,0,0,1,0,0,0,0
916,0,0,0,1,0,0,0
917,0,0,0,1,0,0,0
918,0,0,0,0,1,0,0
919,0,0,0,1,0,0,0
920,0,0,1,0,0,0,0
921,0,0,0,1,0,0,0
922,0,0,1,0,0,0,0
923,0,0,0,0,1,0,0
924,0,0,0,0,1,0,0
925,0,0,0,0,1,0,0
926,0,0,0,0,1,0,0
927,0,0,0,0,1,0,0
928,0,0,0,0,1,0,0
929,0,0,0,0,1,0,0
930,0,0,0,1,0,0,0
931,0,0,0,1,0,0,0
932,0,0,1,0,0,0,0
933,0,0,1,0,0,0,0
934,0,0,0,1,0,0,0
935,0,0,1,0,0,0,0
936,0,0,1,0,0,0,0
937,0,0,0,1,0,0,0
938,0,0,0,1,0,0,0
939,0,0,1,0,0,0,0
940,0,0,0,1,0,0,0
941,0,0,0,1,0,0,0
942,0,0,0,0,0,0,1
943,0,0,0,0,0,0,1
944,0,0,0,0,0,0,1
945,0,0,0,0,0,0,1
946,0,0,0,1,0,0,0
947,0,0,0,0,0,0,1
948,0,0,0,0,0,0,1
949,0,0,0,1,0,0,0
950,0,0,0,1,0,0,0
951,0,0,0,1,0,0,0
952,0,0,0,1,0,0,0
953,0,0,0,1,0,0,0
954,0,0,0,0,0,0,1
955,0,0,0,1,0,0,0
956,0,0,0,1,0,0,0
957,0,0,0,1,0,0,0
958,0,0,0,1,0,0,0
959,0,0,0,1,0,0,0
960,0,0,0,0,0,0,1
961,0,0,0,1,0,0,0
962,0,0,0,0,0,0,1
963,0,0,1,0,0,0,0
964,0,0,1,0,0,0,0
965,0,0,1,0,0,0,0
966,0,0,1,0,0,0,0
967,0,0,1,0,0,0,0
968,0,0,1,0,0,0,0
969,0,0,0,0,1,0,0
970,0,0,1,0,0,0,0
971,0,0,1,0,0,0,0
972,0,0,1,0,0,0,0
973,0,0,1,0,0,0,0
974,0,0,0,0,1,0,0
975,0,0,0,0,1,0,0
976,0,0,0,0,1,0,0
977,0,0,1,0,0,0,0
978,0,0,0,0,0,0,1
979,0,0,0,0,1,0,0
980,0,0,1,0,0,0,0
981,0,0,1,0,0,0,0
982,0,0,1,0,0,0,0
983,0,0,0,0,0,1,0
984,0,0,1,0,0,0,0
985,0,0,1,0,0,0,0
986,1,0,0,0,0,0,0
987,1,0,0,0,0,0,0
988,0,0,1,0,0,0,0
989,0,0,1,0,0,0,0
990,0,0,1,0,0,0,0
991,2,0,0,0,1,0,0
992,2,0,0,0,1,0,0
993,2,0,0,0,1,0,0
994,2,0,0,0,1,0,0
995,2,0,0,0,1,0,0
996,2,0,0,0,1,0,1
997,1,0,0,0,1,0,1
998,2,0,0,0,1,0,0
999,1,0,0,0,1,0,1
1000,2,0,0,0,1,0,0
1001,2,0,0,0,1,0,0
1002,2,0,0,0,1,0,0
1003,2,0,0,0,1,0,0
1004,2,0,0,0,1,0,1
1005,2,0,0,0,1,0,1
1006,1,0,0,2,1,0,1
1007,2,0,0,1,1,0,1
1008,2,0,0,0,1,0,1
1009,2,0,0,0,1,0,1
1010,2,0,0,0,1,0,1
1011,2,0,0,0,1,0,1
1012,2,0,0,0,1,0,0
1013,1,0,0,0,1,0,2
1014,1,0,0,0,1,0,2
1015,0,0,0,0,2,0,2
1016,1,0,0,0,1,0,2
1017,1,0,0,0,2,0,1
1018,1,0,0,2,0,0,1
1019,2,0,0,1,1,0,0
1020,2,0,0,2,0,0,0
1021,2,0,0,1,1,0,0
1022,2,0,0,1,1,0,0
1023,2,0,0,1,1,0,0
1024,1,0,0,1,1,0,1
1025,3,0,0,1,1,0,0
1026,2,0,0,1,2,0,0
1027,1,0,0,1,2,0,1
1028,2,0,0,1,2,0,0
1029,3,0,0,1,1,0,0
1030,2,0,0,1,1,0,1
1031,1,0,0,1,2,0,1
1032,1,0,0,1,2,0,1
1033,3,0,0,1,1,0,0
1034,2,0,0,1,1,0,1
1035,2,0,0,0,1,0,2
1036,2,0,0,1,1,0,1
1037,2,0,0,1,1,0,1
1038,3,0,0,1,1,0,0
1039,2,0,0,0,0,0,2
1040,0,0,0,0,0,0,4
1041,1,0,0,0,1,0,2
1042,0,0,0,0,1,0,2
1043,0,0,0,0,1,0,2
1044,0,0,0,0,0,0,1
1045,0,0,0,0,1,0,0
1046,1,0,0,0,0,0,0
1047,1,0,0,0,0,0,0
1048,1,0,0,0,0,0,0
1049,1,0,0,0,0,0,0
1050,0,0,0,1,0,0,0
1051,0,0,0,1,0,0,0
1052,1,0,0,0,0,0,0
1053,0,0,0,1,0,0,0
1054,0,0,0,1,0,0,0
1055,1,0,0,0,0,0,0
1056,0,0,0,1,0,0,0
1057,0,0,0,1,0,0,0
1058,0,0,0,1,0,0,0
1059,0,0,0,1,0,0,0
1060,1,0,0,0,0,0,0
1061,1,0,0,0,0,0,0
1062,1,0,0,0,0,0,0
1063,0,0,0,1,0,0,0
1064,0,0,0,1,0,0,0
1065,1,0,0,0,0,0,0
1066,0,0,0,1,0,0,0
1067,1,0,0,0,0,0,0
1068,1,0,0,0,0,0,0
1069,0,0,0,1,0,0,0
1070,1,0,0,0,0,0,0
1071,0,0,0,1,0,0,0
1072,0,0,0,1,0,0,0
1073,1,0,0,0,0,0,0
1074,1,0,0,0,0,0,0
1075,1,0,0,0,0,0,0
1076,0,0,0,1,0,0,0
1077,0,0,0,1,0,0,0
1078,0,0,0,1,0,0,0
1079,0,0,0,1,0,0,0
1080,0,0,0,1,0,0,0
1081,0,0,0,1,0,0,0
1082,1,0,0,0,0,0,0
1083,0,0,0,1,0,0,0
1084,0,0,0,1,1,0,0
1085,1,0,0,0,0,0,0
1086,0,0,0,1,0,0,0
1087,0,0,0,1,0,0,0
1088,1,0,0,0,1,0,0
1089,0,0,0,1,0,0,0
1090,0,0,0,1,0,0,0
1091,0,0,0,1,0,0,0
1092,0,0,0,1,0,0,0
1093,1,0,0,0,0,0,0
1094,0,0,0,1,0,0,0
1095,0,0,1,0,0,0,0
1096,0,0,1,0,0,0,0
1097,0,0,1,0,0,0,0
1098,1,0,0,0,0,0,0
1099,0,0,0,1,0,0,0
1100,1,0,0,0,0,0,0
1101,0,0,0,1,0,0,0
1102,0,0,0,1,0,0,0
1103,1,0,0,0,0,0,0
1104,0,0,0,1,0,0,0
1105,0,0,0,1,0,0,0
1106,0,0,0,1,0,0,0
1107,0,0,0,1,0,0,0
1108,1,0,0,0,0,0,0
1109,1,0,0,0,0,0,0
1110,1,0,0,0,0,0,0
1111,1,0,0,0,0,0,0
1112,1,0,0,0,0,0,0
1113,1,0,0,0,0,0,0
1114,1,0,0,0,0,0,0
1115,1,0,0,0,0,0,0
1116,1,0,0,0,0,0,0
1117,1,0,0,0,0,0,0
1118,1,0,0,0,0,0,0
1119,1,0,0,0,0,0,0
1120,1,0,0,0,0,0,0
1121,1,0,0,0,0,0,0
1122,1,0,0,0,0,0,0
1123,1,0,0,0,0,0,0
1124,1,0,0,0,0,0,0
1125,1,0,0,0,0,0,0
1126,1,0,0,0,0,0,0
1127,0,0,0,1,0,0,0
1128,0,0,0,1,0,0,0
1129,0,0,0,1,0,0,0
1130,0,0,0,1,0,0,0
1131,0,0,0,0,0,0,1
1132,0,0,0,1,0,0,0
1133,0,0,0,1,0,0,0
1134,0,0,0,1,0,0,0
1135,0,0,0,1,0,0,0
1136,0,0,0,1,0,0,0
1137,0,0,0,1,0,0,0
1138,1,0,0,0,0,0,0
1139,0,0,0,1,0,0,0
1140,0,0,0,1,0,0,0
1141,0,0,0,1,0,0,1
1142,0,0,0,1,0,0,1
1143,0,0,0,0,0,0,2
1144,0,0,0,0,0,0,2
1145,0,0,0,0,0,0,2
1146,0,0,0,0,1,0,1
1147,0,0,0,0,1,0,1
1148,0,0,1,0,0,0,1
1149,0,0,0,0,1,0,1
1150,0,0,0,0,1,0,1
1151,0,0,0,0,1,0,1
1152,0,0,0,0,0,0,2
1153,0,0,0,0,0,0,2
1154,0,0,1,0,0,0,1
1155,0,0,1,0,0,0,1
1156,0,0,0,0,1,0,1
1157,0,0,1,0,0,0,1
1158,0,0,0,0,1,0,1
1159,0,0,1,0,0,0,1
1160,0,0,0,0,0,0,2
1161,0,0,0,0,0,0,2
1162,0,0,0,1,0,0,1
1163,0,0,1,0,0,0,1
1164,0,0,1,0,0,0,1
1165,0,0,0,0,0,0,2
1166,0,0,0,0,0,0,2
1167,0,0,1,0,0,0,1
1168,0,0,1,0,0,0,1
1169,0,0,0,0,0,0,2
1170,0,0,1,0,0,0,1
1171,0,0,0,0,0,0,2
1172,0,0,0,0,0,0,2
1173,0,0,0,0,0,0,2
1174,0,0,0,0,0,0,2
1175,0,0,1,0,0,0,1
1176,0,0,0,0,0,0,2
1177,0,0,1,0,0,0,1
1178,0,0,1,0,0,0,1
1179,0,0,1,0,0,0,1
1180,0,0,1,0,0,0,1
1181,0,0,1,0,0,0,1
1182,0,0,1,0,0,0,1
1183,0,0,1,0,0,0,1
1184,0,0,1,0,0,0,1
1185,0,0,1,0,0,0,1
1186,0,0,0,0,0,0,2
1187,0,0,1,0,0,0,1
1188,0,0,1,0,0,0,1
1189,0,0,1,0,0,0,1
1190,0,0,1,0,0,0,1
1191,0,0,0,0,0,0,2
1192,0,0,0,0,0,0,2
1193,0,0,1,0,0,0,1
1194,0,0,1,0,0,0,1
1195,0,0,0,0,0,0,2
1196,0,0,1,0,0,0,1
1197,0,0,0,0,0,0,2
1198,0,0,0,0,0,0,2
1199,0,0,1,0,0,0,1
1200,0,0,1,0,0,0,1
1201,0,0,1,0,0,0,1
1202,0,0,1,0,0,0,1
1203,0,0,0,0,0,0,2
1204,0,0,1,0,0,0,1
1205,0,0,0,0,0,0,2
1206,0,0,0,0,0,0,2
1207,0,0,0,0,0,0,2
1208,0,0,1,0,0,0,1
1209,0,0,0,0,0,0,2
1210,0,0,0,0,0,0,2
1211,0,0,0,0,0,0,2
1212,0,0,1,0,0,0,1
1213,0,0,1,0,0,0,1
1214,0,0,1,0,0,0,1
1215,0,0,1,0,0,0,1
1216,0,0,0,0,0,0,2
1217,0,0,0,0,0,0,2
1218,0,0,0,0,0,0,2
1219,0,0,0,0,0,0,2
1220,0,0,0,0,0,0,2
1221,0,0,0,0,0,0,2
1222,0,0,0,0,0,0,2
1223,0,0,0,0,0,0,2
1224,0,0,0,0,0,0,2
1225,0,0,0,0,0,0,2
1226,0,0,0,0,0,0,2
1227,0,0,0,0,0,0,2
1228,0,0,0,0,0,0,2
1229,0,0,0,0,0,0,2
1230,0,0,0,0,0,0,2
1231,0,0,0,0,0,0,1
1232,0,0,0,0,0,0,2
1233,0,0,0,0,0,0,2
1234,0,0,0,0,0,0,2
1235,0,0,0,0,0,0,2
1236,0,0,0,0,0,0,2
1237,0,0,0,0,0,0,2
1238,0,0,0,0,0,0,2
1239,0,0,0,0,0,0,2
1240,0,0,0,0,0,0,1
1241,0,0,0,1,0,0,1
1242,0,0,0,1,0,0,1
1243,0,0,0,0,0,0,2
1244,0,0,0,1,0,0,1
1245,0,0,0,0,0,0,2
1246,0,0,0,1,0,0,1
1247,0,0,0,0,0,0,2
1248,0,0,0,1,0,0,1
1249,0,0,1,0,0,0,1
1250,0,0,0,0,0,0,2
1251,0,0,0,1,0,0,1
1252,0,0,1,0,0,0,1
1253,0,0,0,1,0,0,1
1254,0,0,0,1,0,0,1
1255,0,0,0,1,0,0,1
1256,0,0,0,1,0,0,1
1257,0,0,0,1,0,0,1
1258,0,0,0,1,0,0,1
1259,0,0,0,1,0,0,1
1260,0,0,0,0,0,0,2
1261,0,0,0,0,0,0,2
1262,0,0,0,0,0,0,2
1263,0,0,0,0,0,0,2
1264,0,0,0,1,0,0,1
1265,0,0,0,0,0,0,2
1266,0,0,0,0,0,0,2
1267,0,0,0,0,0,0,2
1268,0,0,0,1,0,0,1
1269,0,0,0,0,0,0,2
1270,0,0,0,0,0,0,2
1271,0,0,1,0,0,0,1
1272,0,0,0,1,0,0,1
1273,0,0,1,0,0,0,1
1274,0,0,0,1,0,0,1
1275,0,0,0,0,0,0,2
1276,0,0,0,0,0,0,2
1277,0,0,0,0,0,0,2
1278,0,0,0,0,0,0,2
1279,0,0,0,0,0,0,2
1280,0,0,0,1,0,0,1
1281,0,0,0,0,0,0,2
1282,0,0,0,0,0,0,2
1283,0,0,0,0,0,0,2
1284,0,0,0,1,0,0,1
1285,0,0,0,1,0,0,1
1286,0,0,0,0,0,0,2
1287,0,0,0,1,0,0,1
1288,0,0,0,1,0,0,1
1289,0,0,0,1,0,0,1
1290,0,0,0,1,0,0,1
1291,0,0,0,1,0,0,1
1292,0,0,0,1,0,0,1
1293,0,0,0,1,0,0,1
1294,0,0,0,1,0,0,1
1295,0,0,0,1,0,0,1
1296,0,0,0,0,0,0,2
1297,0,0,0,1,0,0,1
1298,0,0,0,1,0,0,1
1299,0,0,0,1,0,0,1
1300,0,0,0,1,0,0,1
1301,0,0,0,1,0,0,1
1302,0,0,0,1,0,0,1
1303,0,0,0,0,0,0,2
1304,0,0,0,1,0,0,1
1305,0,0,0,1,0,0,1
1306,0,0,0,1,0,0,1
1307,0,0,0,1,0,0,1
1308,0,0,0,1,0,0,1
1309,0,0,0,1,0,0,1
1310,0,0,0,1,0,0,1
1311,0,0,0,0,0,0,1
1312,0,0,0,1,0,0,1
1313,0,0,0,1,0,0,1
1314,0,0,0,1,0,0,1
1315,0,0,0,1,0,0,1
1316,0,0,0,1,0,0,1
1317,0,0,0,0,0,0,1
1318,0,0,0,0,0,0,2
1319,0,0,0,1,0,0,1
1320,0,0,0,0,0,0,2
1321,0,0,0,0,0,0,2
1322,0,0,0,0,0,0,2
1323,0,0,0,0,0,0,2
1324,0,0,0,0,0,0,2
1325,0,0,0,0,0,0,1
1326,0,0,0,1,0,0,1
1327,0,0,0,0,0,0,2
1328,0,0,0,0,0,0,2
1329,0,0,0,0,0,0,1
1330,0,0,0,0,0,0,2
1331,0,0,0,0,0,0,2
1332,0,0,0,0,0,0,1
1333,0,0,0,0,0,0,1
1334,0,0,0,0,0,0,1
1335,0,0,1,0,0,0,0
1336,0,0,1,0,0,0,0
1337,0,0,1,0,0,0,0
1338,0,0,1,0,1,0,0
1339,0,0,1,0,1,0,0
1340,1,0,1,0,0,0,0
1341,0,0,1,0,1,0,0
1342,0,0,1,0,1,0,0
1343,0,0,1,0,1,0,0
1344,0,0,1,0,1,0,0
1345,1,0,1,0,0,0,1
1346,0,0,1,1,1,0,0
1347,0,0,1,0,2,0,0
